qd;quadrat;xl2e;yl2e;annee;nb_frenaie;volume17
0711-2444;EPERNAY                                                     ;711000;2444000;;0;953,636
0711-2460;CHATILLON-SUR-MARNE                                         ;711000;2460000;2013;1;1011,58
0711-2476;MUIZON                                                      ;711000;2476000;;0;1043,59
0711-2492;CRAONNE                                                     ;711000;2492000;2011;0;161,398
0711-2508;SISSONNE                                                    ;711000;2508000;;1;99,1251
0711-2524;MARLE                                                       ;711000;2524000;2011;0;273,783
0711-2540;VERVINS                                                     ;711000;2540000;;0;189,466
0711-2556;LE NOUVION-EN-THIERACHE                                     ;711000;2556000;2010;1;1149,58
0711-2572;AVESNES-SUR-HELPE                                           ;711000;2572000;2010;0;434,311
0711-2588;MAUBEUGE                                                    ;711000;2588000;2011;0;379,226
0711-2604;HON-HERGIES                                                 ;711000;2604000;;0;0
0727-1836;LATTES                                                      ;727000;1836000;;0;32,3867
0727-1852;MONTPELLIER                                                 ;727000;1852000;;0;0
0727-1868;CLARET                                                      ;727000;1868000;;0;0
0727-1884;SAUVE                                                       ;727000;1884000;;0;13,1701
0727-1900;SAINT-JEAN-DU-GARD                                          ;727000;1900000;;0;0
0727-1916;LA GRAND-COMBE                                              ;727000;1916000;;0;0
0727-1932;GENOLHAC                                                    ;727000;1932000;;0;25,615
0727-1948;PREVENCHERES                                                ;727000;1948000;;0;9,39031
0727-1964;SAINT-ETIENNE-DE-LUGDARES                                   ;727000;1964000;;0;78,4695
0727-1980;COUCOURON                                                   ;727000;1980000;2015;0;26,531
0727-1996;LE MONASTIER-SUR-GAZEILLE                                   ;727000;1996000;2015;0;343,028
0727-2012;LE PUY-EN-VELAY                                             ;727000;2012000;2016;0;155,378
0727-2028;RETOURNAC                                                   ;727000;2028000;2015;0;223,19
0727-2044;VIVEROLS                                                    ;727000;2044000;2014;0;20,4701
0727-2060;SAINT-ANTHEME                                               ;727000;2060000;2014;0;277,575
0727-2076;SAINT-GEORGES-EN-COUZAN                                     ;727000;2076000;;0;531,101
0727-2092;SAINT-GERMAIN-LAVAL                                         ;727000;2092000;2014;0;335,058
0727-2108;VILLEREST                                                   ;727000;2108000;2013;0;52,5442
0727-2124;SAINT-HAON-LE-CHATEL                                        ;727000;2124000;;0;71,789
0727-2140;LA PACAUDIERE                                               ;727000;2140000;2013;0;0
0727-2156;LUNEAU                                                      ;727000;2156000;2015;0;0
0727-2172;DIGOIN                                                      ;727000;2172000;2015;0;0
0727-2188;ISSY-L'EVEQUE                                               ;727000;2188000;;0;521,454
0727-2204;LUZY                                                        ;727000;2204000;2014;0;18,0295
0727-2220;SAINT-LEGER-SOUS-BEUVRAY                                    ;727000;2220000;;2;240,912
0727-2236;CHATEAU-CHINON(VILLE)                                       ;727000;2236000;;0;56,2399
0727-2252;MONTSAUCHE-LES-SETTONS                                      ;727000;2252000;2012;0;0
0727-2268;QUARRE-LES-TOMBES                                           ;727000;2268000;2014;0;30,4104
0727-2284;GUILLON                                                     ;727000;2284000;2013;0;196,206
0727-2300;NOYERS                                                      ;727000;2300000;;0;2,7408
0727-2316;TONNERRE                                                    ;727000;2316000;;1;230,362
0727-2332;VANLAY                                                      ;727000;2332000;2012;1;958,868
0727-2348;CHAOURCE                                                    ;727000;2348000;2012;0;262,046
0727-2364;TROYES                                                      ;727000;2364000;2012;0;614,474
0727-2380;SAINT-LYE                                                   ;727000;2380000;;0;393,797
0727-2396;ARCIS-SUR-AUBE                                              ;727000;2396000;2011;0;221,948
0727-2412;GOURGANCON                                                  ;727000;2412000;2011;0;0
0727-2428;FERE-CHAMPENOISE                                            ;727000;2428000;2011;0;0
0727-2444;AVIZE                                                       ;727000;2444000;2014;1;445,651
0727-2460;VERZY                                                       ;727000;2460000;2011;0;465,83
0727-2476;REIMS                                                       ;727000;2476000;;0;246,964
0727-2492;ASFELD                                                      ;727000;2492000;2011;0;8,13385
0727-2508;NIZY-LE-COMTE                                               ;727000;2508000;;1;754,05
0727-2524;ROZOY-SUR-SERRE                                             ;727000;2524000;;1;837,589
0727-2540;AUBENTON                                                    ;727000;2540000;2011;0;777,449
0727-2556;HIRSON                                                      ;727000;2556000;2010;0;62,6968
0727-2572;TRELON                                                      ;727000;2572000;2011;0;58,3693
0727-2588;JEUMONT                                                     ;727000;2588000;2010;1;429,134
0727-2604;VILLERS-SIRE-NICOLE                                         ;727000;2604000;;0;0
0743-1836;AIGUES-MORTES                                               ;743000;1836000;;0;0
0743-1852;LUNEL                                                       ;743000;1852000;;0;0
0743-1868;SOMMIERES                                                   ;743000;1868000;;0;0
0743-1884;SAINT-MAMERT-DU-GARD                                        ;743000;1884000;;0;0
0743-1900;ALES                                                        ;743000;1900000;;0;18,2083
0743-1916;SAINT-AMBROIX                                               ;743000;1916000;;0;0
0743-1932;LES VANS                                                    ;743000;1932000;;0;11,9342
0743-1948;SABLIERES                                                   ;743000;1948000;;0;80,1257
0743-1964;MONTPEZAT-SOUS-BAUZON                                       ;743000;1964000;;0;198,682
0743-1980;BURZET                                                      ;743000;1980000;2015;0;48,6174
0743-1996;FAY-SUR-LIGNON                                              ;743000;1996000;2015;0;0
0743-2012;YSSINGEAUX                                                  ;743000;2012000;2015;0;5,3046
